# Time	MagStim_Rapid	MagStim_Rapid_fit
-1.210000000000007727e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.200000000000007823e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.190000000000007919e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.180000000000008015e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.170000000000008110e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.160000000000008206e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.150000000000008302e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.140000000000008398e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.130000000000008493e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.120000000000008589e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.110000000000008685e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.100000000000008781e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.090000000000008876e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.080000000000008972e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.070000000000009068e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.060000000000009164e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.050000000000009259e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.040000000000009355e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.030000000000009451e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.020000000000009546e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.010000000000009642e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-1.000000000000009738e-05	-7.889878986144866413e-04	0.000000000000000000e+00
-9.900000000000098337e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-9.800000000000099295e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-9.700000000000100252e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-9.600000000000101210e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-9.500000000000102167e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-9.400000000000103124e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-9.300000000000104082e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-9.200000000000105039e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-9.100000000000105997e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-9.000000000000106954e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-8.900000000000107912e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-8.800000000000108869e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-8.700000000000109826e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-8.600000000000110784e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-8.500000000000111741e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-8.400000000000112699e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-8.300000000000113656e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-8.200000000000114614e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-8.100000000000115571e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-8.000000000000116529e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-7.900000000000117486e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-7.800000000000118443e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-7.700000000000119401e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-7.600000000000120358e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-7.500000000000121316e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-7.400000000000122273e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-7.300000000000123231e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-7.200000000000124188e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-7.100000000000125145e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-7.000000000000126103e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-6.900000000000127060e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-6.800000000000128018e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-6.700000000000128975e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-6.600000000000129933e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-6.500000000000130890e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-6.400000000000131848e-06	-1.325499669681278912e-04	0.000000000000000000e+00
-6.300000000000132805e-06	5.238879646791205552e-04	0.000000000000000000e+00
-6.200000000000133762e-06	1.180325896326368893e-03	0.000000000000000000e+00
-6.100000000000134720e-06	1.836763827973617123e-03	0.000000000000000000e+00
-6.000000000000135677e-06	2.493201759620865352e-03	0.000000000000000000e+00
-5.900000000000136635e-06	1.836763827975440751e-03	0.000000000000000000e+00
-5.800000000000137592e-06	1.180325896328192521e-03	0.000000000000000000e+00
-5.700000000000138550e-06	5.238879646809442917e-04	0.000000000000000000e+00
-5.600000000000139507e-06	-1.325499669663043716e-04	0.000000000000000000e+00
-5.500000000000140464e-06	-7.889878986135526011e-04	0.000000000000000000e+00
-5.400000000000141422e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-5.300000000000142379e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-5.200000000000143337e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-5.100000000000144294e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-5.000000000000145252e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-4.900000000000146209e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-4.800000000000147167e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-4.700000000000148124e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-4.600000000000149081e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-4.500000000000150039e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-4.400000000000150996e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-4.300000000000151954e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-4.200000000000152911e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-4.100000000000153869e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-4.000000000000154826e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-3.900000000000155783e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-3.800000000000156741e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-3.700000000000157698e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-3.600000000000158656e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-3.500000000000159613e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-3.400000000000160571e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-3.300000000000161528e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-3.200000000000162486e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-3.100000000000163443e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-3.000000000000164400e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-2.900000000000165358e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-2.800000000000166315e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-2.700000000000167273e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-2.600000000000168230e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-2.500000000000169188e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-2.400000000000170145e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-2.300000000000171102e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-2.200000000000172060e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-2.100000000000173017e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-2.000000000000173975e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-1.900000000000174932e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-1.800000000000175890e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-1.700000000000176847e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-1.600000000000177805e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-1.500000000000178762e-06	-7.889878986144866413e-04	0.000000000000000000e+00
-1.400000000000179719e-06	-1.325499669684392741e-04	0.000000000000000000e+00
-1.300000000000180677e-06	5.238879646788091723e-04	0.000000000000000000e+00
-1.200000000000181634e-06	1.180325896326057510e-03	0.000000000000000000e+00
-1.100000000000182592e-06	1.836763827973305740e-03	0.000000000000000000e+00
-1.000000000000183549e-06	2.493201759620553969e-03	0.000000000000000000e+00
-9.000000000001845066e-07	4.464619522289487233e-03	0.000000000000000000e+00
-8.000000000001854640e-07	6.436037284960870360e-03	0.000000000000000000e+00
-7.000000000001864215e-07	8.407455047632253486e-03	0.000000000000000000e+00
-6.000000000001873789e-07	1.037887281030363748e-02	0.000000000000000000e+00
-5.000000000001883363e-07	1.235029057297502147e-02	0.000000000000000000e+00
-4.000000000001892938e-07	6.885444792004623282e-02	0.000000000000000000e+00
-3.000000000001902512e-07	1.253586052672209239e-01	0.000000000000000000e+00
-2.000000000001912086e-07	1.818627626143956011e-01	0.000000000000000000e+00
-1.000000000001921661e-07	2.383669199615702783e-01	0.000000000000000000e+00
-1.931235119739804773e-19	2.948710773087449555e-01	0.000000000000000000e+00
9.999999999980591905e-08	3.650804804467591147e-01	9.997740917891443369e-01
1.999999999998049616e-07	4.352898835847996972e-01	9.995452675003093646e-01
2.999999999998040042e-07	5.054992867228402798e-01	9.993135284669589780e-01
3.999999999998030467e-07	5.757086898608809733e-01	9.990788760309063932e-01
4.999999999998020893e-07	6.459180929989215558e-01	9.988413115423102617e-01
5.999999999998011319e-07	6.684305477061485146e-01	9.986008363596665660e-01
6.999999999998001744e-07	6.909430024132816595e-01	9.983574518498036232e-01
7.999999999997992170e-07	7.134554571204149154e-01	9.981111593878772004e-01
8.999999999997982596e-07	7.359679118275480603e-01	9.978619603573629648e-01
9.999999999997973021e-07	7.584803665346813162e-01	9.976098561500509332e-01
1.099999999999796345e-06	7.910918663440595910e-01	9.973548481660406972e-01
1.199999999999795387e-06	8.237033661534581830e-01	9.970969378137335415e-01
1.299999999999794430e-06	8.563148659628567749e-01	9.968361265098276691e-01
1.399999999999793472e-06	8.889263657722552558e-01	9.965724156793118738e-01
1.499999999999792515e-06	9.215378655816538478e-01	9.963058067554589892e-01
1.599999999999791557e-06	9.596196814881016168e-01	9.960363011798204491e-01
1.699999999999790600e-06	9.977014973945605991e-01	9.957639004022197371e-01
1.799999999999789643e-06	1.035783313301019470e+00	9.954886058807458360e-01
1.899999999999788685e-06	1.073865129207478342e+00	9.952104190817488982e-01
1.999999999999787728e-06	1.111946945113937435e+00	9.949293414798306978e-01
2.099999999999786770e-06	1.102899883876588660e+00	9.946453745578422989e-01
2.199999999999785813e-06	1.093852822639142852e+00	9.943585198068747300e-01
2.299999999999784855e-06	1.084805761401696822e+00	9.940687787262539876e-01
2.399999999999783898e-06	1.075758700164250792e+00	9.937761528235347086e-01
2.499999999999782941e-06	1.066711638926804984e+00	9.934806436144941744e-01
2.599999999999781983e-06	1.039149661668578695e+00	9.931822526231254278e-01
2.699999999999781026e-06	1.011587684410313548e+00	9.928809813816299457e-01
2.799999999999780068e-06	9.840257071520484011e-01	9.925768314304138640e-01
2.899999999999779111e-06	9.564637298937832544e-01	9.922698043180792071e-01
2.999999999999778153e-06	9.289017526355181076e-01	9.919599016014184478e-01
3.099999999999777196e-06	9.326888945487963323e-01	9.916471248454080678e-01
3.199999999999776238e-06	9.364760364621458333e-01	9.913314756232013414e-01
3.299999999999775281e-06	9.402631783754953343e-01	9.910129555161230064e-01
3.399999999999774324e-06	9.440503202888448353e-01	9.906915661136616036e-01
3.499999999999773366e-06	9.478374622021942253e-01	9.903673090134635926e-01
3.599999999999772409e-06	9.644588072663097256e-01	9.900401858213272455e-01
3.699999999999771451e-06	9.810801523304547578e-01	9.897101981511944313e-01
3.799999999999770494e-06	9.977014973945999010e-01	9.893773476251459531e-01
3.899999999999769536e-06	1.014322842458744933e+00	9.890416358733926661e-01
3.999999999999768579e-06	1.030944187522889965e+00	9.887030645342715918e-01
4.099999999999767622e-06	1.028209029474405067e+00	9.883616352542369254e-01
4.199999999999766664e-06	1.025473871425874872e+00	9.880173496878539297e-01
4.299999999999765707e-06	1.022738713377344677e+00	9.876702094977932722e-01
4.399999999999764749e-06	1.020003555328814482e+00	9.873202163548223664e-01
4.499999999999763792e-06	1.017268397280284287e+00	9.869673719378005972e-01
4.599999999999762834e-06	1.008010939269889938e+00	9.866116779336715492e-01
4.699999999999761877e-06	9.987534812594800471e-01	9.862531360374552358e-01
4.799999999999760919e-06	9.894960232490701557e-01	9.858917479522425475e-01
4.899999999999759962e-06	9.802385652386602644e-01	9.855275153891892570e-01
4.999999999999759005e-06	9.709811072282503730e-01	9.851604400675068041e-01
5.099999999999758047e-06	9.730850749578615622e-01	9.847905237144567447e-01
5.199999999999757090e-06	9.751890426875001738e-01	9.844177680653434237e-01
5.299999999999756132e-06	9.772930104171387855e-01	9.840421748635079791e-01
5.399999999999755175e-06	9.793969781467773972e-01	9.836637458603195716e-01
5.499999999999754217e-06	9.815009458764160089e-01	9.832824828151701668e-01
5.599999999999753260e-06	9.833945168330913145e-01	9.828983874954665412e-01
5.699999999999752303e-06	9.852880877897660650e-01	9.825114616766229547e-01
5.799999999999751345e-06	9.871816587464408155e-01	9.821217071420554889e-01
5.899999999999750388e-06	9.890752297031156770e-01	9.817291256831730539e-01
5.999999999999749430e-06	9.909688006597904275e-01	9.813337190993726145e-01
6.099999999999748473e-06	9.897064200220150321e-01	9.809354891980291979e-01
6.199999999999747515e-06	9.884440393842318651e-01	9.805344377944911205e-01
6.299999999999746558e-06	9.871816587464486981e-01	9.801305667120718823e-01
6.399999999999745601e-06	9.859192781086655311e-01	9.797238777820429512e-01
6.499999999999744643e-06	9.846568974708823641e-01	9.793143728436264350e-01
6.599999999999743686e-06	9.821321361953191387e-01	9.789020537439885317e-01
6.699999999999742728e-06	9.796073749197528047e-01	9.784869223382310910e-01
6.799999999999741771e-06	9.770826136441864707e-01	9.780689804893857309e-01
6.899999999999740813e-06	9.745578523686201367e-01	9.776482300684049553e-01
6.999999999999739856e-06	9.720330910930538026e-01	9.772246729541566035e-01
7.099999999999738898e-06	9.732954717308273107e-01	9.767983110334146346e-01
7.199999999999737941e-06	9.745578523686104777e-01	9.763691462008539101e-01
7.299999999999736984e-06	9.758202330063936447e-01	9.759371803590398686e-01
7.399999999999736026e-06	9.770826136441768117e-01	9.755024154184246399e-01
7.499999999999735069e-06	9.783449942819599787e-01	9.750648532973363869e-01
7.599999999999734111e-06	9.777138039630732802e-01	9.746244959219739767e-01
7.699999999999733154e-06	9.770826136441816967e-01	9.741813452263983208e-01
7.799999999999732196e-06	9.764514233252901132e-01	9.737354031525259357e-01
7.899999999999731239e-06	9.758202330063985297e-01	9.732866716501201720e-01
7.999999999999730282e-06	9.751890426875069462e-01	9.728351526767845536e-01
8.099999999999729324e-06	9.751890426875051698e-01	9.723808481979546725e-01
8.199999999999728367e-06	9.751890426875051698e-01	9.719237601868915277e-01
8.299999999999727409e-06	9.751890426875051698e-01	9.714638906246724215e-01
8.399999999999726452e-06	9.751890426875051698e-01	9.710012415001849639e-01
8.499999999999725494e-06	9.751890426875051698e-01	9.705358148101180804e-01
8.599999999999724537e-06	9.745578523686153627e-01	9.700676125589545729e-01
8.699999999999723579e-06	9.739266620497237792e-01	9.695966367589649026e-01
8.799999999999722622e-06	9.732954717308323067e-01	9.691228894301969765e-01
8.899999999999721665e-06	9.726642814119407232e-01	9.686463726004708175e-01
8.999999999999720707e-06	9.720330910930491397e-01	9.681670883053687948e-01
9.099999999999719750e-06	9.707707104552677491e-01	9.676850385882289629e-01
9.199999999999718792e-06	9.695083298174846931e-01	9.672002255001375115e-01
9.299999999999717835e-06	9.682459491797015261e-01	9.667126510999202171e-01
9.399999999999716877e-06	9.669835685419183591e-01	9.662223174541350046e-01
9.499999999999715920e-06	9.657211879041351921e-01	9.657292266370629541e-01
9.599999999999714963e-06	9.657211879041316394e-01	9.652333807307031943e-01
9.699999999999714005e-06	9.657211879041316394e-01	9.647347818247613560e-01
9.799999999999713048e-06	9.657211879041316394e-01	9.642334320166451311e-01
9.899999999999712090e-06	9.657211879041316394e-01	9.637293334114526155e-01
9.999999999999711133e-06	9.657211879041316394e-01	9.632224881219689783e-01
1.009999999999971018e-05	9.640380137204255240e-01	9.627128982686533609e-01
1.019999999999970922e-05	9.623548395367146346e-01	9.622005659796349919e-01
1.029999999999970826e-05	9.606716653530036343e-01	9.616854933907029723e-01
1.039999999999970730e-05	9.589884911692927449e-01	9.611676826452983935e-01
1.049999999999970635e-05	9.573053169855817446e-01	9.606471358945078975e-01
1.059999999999970539e-05	9.573053169855768596e-01	9.601238552970527973e-01
1.069999999999970104e-05	9.573053169855768596e-01	9.595978430192835251e-01
1.079999999999970347e-05	9.573053169855768596e-01	9.590691012351697520e-01
1.089999999999970590e-05	9.573053169855768596e-01	9.585376321262940591e-01
1.099999999999970156e-05	9.573053169855768596e-01	9.580034378818411689e-01
1.109999999999969721e-05	9.564637298937239684e-01	9.574665206985917276e-01
1.119999999999969964e-05	9.556221428018684128e-01	9.569268827809142008e-01
1.129999999999970207e-05	9.547805557100129681e-01	9.563845263407555475e-01
1.139999999999969773e-05	9.539389686181576344e-01	9.558394535976322270e-01
1.149999999999969338e-05	9.530973815263021898e-01	9.552916667786254257e-01
1.159999999999969581e-05	9.539389686181525274e-01	9.547411681183686216e-01
1.169999999999969824e-05	9.547805557100080831e-01	9.541879598590414790e-01
1.179999999999969390e-05	9.556221428018634168e-01	9.536320442503610773e-01
1.189999999999968955e-05	9.564637298937188614e-01	9.530734235495738060e-01
1.199999999999969198e-05	9.573053169855743061e-01	9.525121000214460398e-01
1.209999999999969441e-05	9.558325395748341613e-01	9.519480759382570323e-01
1.219999999999969007e-05	9.543597621640872442e-01	9.513813535797895904e-01
1.229999999999968572e-05	9.528869847533402160e-01	9.508119352333218588e-01
1.239999999999968815e-05	9.514142073425931878e-01	9.502398231936184381e-01
1.249999999999969058e-05	9.499414299318460486e-01	9.496650197629236123e-01
1.259999999999968624e-05	9.493102396129520226e-01	9.490875272509500249e-01
1.269999999999968189e-05	9.486790492940604391e-01	9.485073479748722391e-01
1.279999999999968432e-05	9.480478589751689666e-01	9.479244842593185227e-01
1.289999999999968676e-05	9.474166686562773831e-01	9.473389384363598564e-01
1.299999999999968241e-05	9.467854783373857996e-01	9.467507128455039389e-01
1.309999999999967806e-05	9.461542880184942161e-01	9.461598098336846396e-01
1.319999999999968049e-05	9.455230976996026326e-01	9.455662317552550045e-01
1.329999999999968293e-05	9.448919073807109381e-01	9.449699809719778187e-01
1.339999999999967858e-05	9.442607170618193546e-01	9.443710598530162814e-01
1.349999999999967423e-05	9.436295267429277711e-01	9.437694707749262335e-01
1.359999999999967667e-05	9.436295267429256617e-01	9.431652161216479424e-01
1.369999999999967910e-05	9.436295267429256617e-01	9.425582982844955549e-01
1.379999999999967475e-05	9.436295267429256617e-01	9.419487196621497693e-01
1.389999999999967040e-05	9.436295267429256617e-01	9.413364826606488434e-01
1.399999999999967284e-05	9.436295267429256617e-01	9.407215896933796007e-01
1.409999999999967527e-05	9.417359557862571284e-01	9.401040431810683273e-01
1.419999999999967092e-05	9.398423848295824889e-01	9.394838455517734443e-01
1.429999999999966657e-05	9.379488138729078495e-01	9.388609992408741833e-01
1.439999999999966901e-05	9.360552429162330990e-01	9.382355066910632591e-01
1.449999999999967144e-05	9.341616719595583485e-01	9.376073703523384317e-01
1.459999999999966709e-05	9.341616719595521312e-01	9.369765926819927371e-01
1.469999999999966275e-05	9.341616719595521312e-01	9.363431761446052715e-01
1.479999999999966518e-05	9.341616719595521312e-01	9.357071232120329762e-01
1.489999999999966761e-05	9.341616719595521312e-01	9.350684363634014229e-01
1.499999999999966326e-05	9.341616719595521312e-01	9.344271180850959313e-01
1.509999999999965892e-05	9.341616719595521312e-01	9.337831708707524658e-01
1.519999999999966135e-05	9.341616719595521312e-01	9.331365972212483095e-01
1.529999999999966378e-05	9.341616719595521312e-01	9.324873996446935154e-01
1.539999999999965943e-05	9.341616719595521312e-01	9.318355806564216914e-01
1.549999999999965509e-05	9.341616719595521312e-01	9.311811427789804529e-01
1.559999999999965752e-05	9.328992913217731830e-01	9.305240885421230956e-01
1.569999999999965995e-05	9.316369106839900160e-01	9.298644204827989368e-01
1.579999999999965560e-05	9.303745300462068490e-01	9.292021411451447666e-01
1.589999999999965126e-05	9.291121494084236820e-01	9.285372530804739677e-01
1.599999999999965369e-05	9.278497687706405150e-01	9.278697588472699653e-01
1.609999999999965612e-05	9.272185784517467111e-01	9.271996610111752357e-01
1.619999999999965177e-05	9.265873881328551276e-01	9.265269621449826465e-01
1.629999999999964743e-05	9.259561978139635441e-01	9.258516648286252426e-01
1.639999999999964986e-05	9.253250074950719606e-01	9.251737716491689190e-01
1.649999999999965229e-05	9.246938171761802661e-01	9.244932852008017621e-01
1.659999999999964794e-05	9.234314365383993195e-01	9.238102080848242803e-01
1.669999999999964360e-05	9.221690559006161525e-01	9.231245429096422983e-01
1.679999999999964603e-05	9.209066752628329855e-01	9.224362922907548556e-01
1.689999999999964846e-05	9.196442946250497075e-01	9.217454588507466573e-01
1.699999999999964411e-05	9.183819139872666515e-01	9.210520452192783036e-01
1.709999999999963977e-05	9.183819139872622106e-01	9.203560540330770756e-01
1.719999999999964220e-05	9.183819139872622106e-01	9.196574879359263877e-01
1.729999999999964463e-05	9.183819139872622106e-01	9.189563495786581271e-01
1.739999999999964028e-05	9.183819139872622106e-01	9.182526416191423291e-01
1.749999999999963594e-05	9.183819139872622106e-01	9.175463667222767405e-01
